,id,home_label,step,keyword,from_label,to_label,from_lat,from_lon,to_lat,to_lon,travel_d(km),travel_angle,stay_t(h),start,d_home
26,0,8a2a3029a8b7fff,26,return,8a2a33d5d31ffff,8a2a33936b97fff,42.1556,-71.4819,42.2759,-71.0444,38.43252393195948,69.48455956644291,193.841465712533,4307.714104009934,4.52996634205112
27,0,8a2a3029a8b7fff,27,return,8a2a33936b97fff,8a2a33d5d31ffff,42.2759,-71.0444,42.1556,-71.4819,38.43252393195948,-110.22147264918235,122.69040419704143,4430.404508206975,42.80400556351137
28,0,8a2a3029a8b7fff,28,return,8a2a33d5d31ffff,8a2a33933c1ffff,42.1556,-71.4819,42.2443,-71.0551,36.514364510128885,74.18577824190427,21.302916398685223,4451.70742460566,7.675527717065049
29,0,8a2a3029a8b7fff,29,return,8a2a33933c1ffff,8a2a3029a8b7fff,42.2443,-71.0551,42.3,-71.0,7.675527717065049,36.18512618288405,141.7553364707275,4593.462761076387,0.0
30,0,8a2a3029a8b7fff,30,explore,8a2a3029a8b7fff,8a2a3066a84ffff,42.3,-71.0,42.3136,-71.0696,5.919921507949418,,18.54823298228581,4612.0109940586735,5.919921507949418
31,0,8a2a3029a8b7fff,31,explore,8a2a3066a84ffff,8a2a3066a86ffff,42.3136,-71.0696,42.3146,-71.0686,0.13829400026375213,,26.33488142344548,4638.345875482119,5.870184241867801
32,0,8a2a3029a8b7fff,32,return,8a2a3066a86ffff,8a2a3029a8b7fff,42.3146,-71.0686,42.3,-71.0,5.870184241867801,106.0317874273203,564.8690541255453,5203.214929607664,0.0
33,0,8a2a3029a8b7fff,33,explore,8a2a3029a8b7fff,8a2a3066dd6ffff,42.3,-71.0,42.3205,-71.0148,2.584026852500226,,152.0043439136776,5355.219273521342,2.584026852500226
34,0,8a2a3029a8b7fff,34,explore,8a2a3066dd6ffff,8a2a30293c27fff,42.3205,-71.0148,42.3401,-71.0037,2.3627225630440813,,40.07734903252242,5395.296622553865,4.469281411978566
35,0,8a2a3029a8b7fff,35,return,8a2a30293c27fff,8a2a33d5d31ffff,42.3401,-71.0037,42.1556,-71.4819,44.386764241605746,-117.3680479965021,144.89743369039962,5540.194056244264,42.80400556351137
36,0,8a2a3029a8b7fff,36,return,8a2a33d5d31ffff,8a2a339346a7fff,42.1556,-71.4819,42.2704,-71.0327,39.135019362254425,70.81195602238006,106.16934436595729,5646.363400610221,4.250780710655518
37,0,8a2a3029a8b7fff,37,return,8a2a339346a7fff,8a2a3029a8b7fff,42.2704,-71.0327,42.3,-71.0,4.250780710655518,39.24759659108393,796.5775634102714,6442.940964020492,0.0
38,0,8a2a3029a8b7fff,38,explore,8a2a3029a8b7fff,8a2a3029a8b7fff,42.3,-71.0,42.2999,-70.9996,0.034725733028023655,,114.85009046546674,6557.791054485959,0.034725733028023655
39,0,8a2a3029a8b7fff,39,explore,8a2a3029a8b7fff,8a2a3029a1b7fff,42.2999,-70.9996,42.2972,-71.0062,0.620312003494031,,310.17736198125704,6867.968416467216,0.5974562167371074
40,0,8a2a3029a8b7fff,40,explore,8a2a3029a1b7fff,8a2a3029a517fff,42.2972,-71.0062,42.2993,-71.0143,0.7059276998226113,,31.487893475786816,6899.456309943003,1.1786575567555844
41,0,8a2a3029a8b7fff,41,return,8a2a3029a517fff,8a2a33936177fff,42.2993,-71.0143,42.2763,-71.0464,3.6760115570479868,-134.0740041757928,87.47682518226627,6986.9331351252695,4.638200073061226
42,0,8a2a3029a8b7fff,42,explore,8a2a33936177fff,8a2a33936177fff,42.2763,-71.0464,42.2764,-71.0469,0.04261338216033604,,52.853720455260884,7039.786855580531,4.665838618328296
43,0,8a2a3029a8b7fff,43,return,8a2a33936177fff,8a2a3029a8b7fff,42.2764,-71.0469,42.3,-71.0,4.665838618328296,55.760317609870974,84.3849429766538,7124.171798557185,0.0
44,0,8a2a3029a8b7fff,44,return,8a2a3029a8b7fff,8a2a33d5d31ffff,42.3,-71.0,42.1556,-71.4819,42.80400556351137,-111.86949226114167,86.86871565480287,7211.040514211988,42.80400556351137
45,0,8a2a3029a8b7fff,45,return,8a2a33d5d31ffff,8a2a33d5d31ffff,42.1556,-71.4819,42.1556,-71.4819,0.0,0.0,1005.6160317191143,8216.656545931102,42.80400556351137
46,0,8a2a3029a8b7fff,46,return,8a2a33d5d31ffff,8a2a3029e04ffff,42.1556,-71.4819,42.3089,-70.9868,44.18300334600057,67.13984668576218,34.94298289868994,8251.599528829793,1.4689318766776456
47,0,8a2a3029a8b7fff,47,explore,8a2a3029e04ffff,8a2a3029e05ffff,42.3089,-70.9868,42.3091,-70.9873,0.04674479756907837,,257.3778666970272,8508.97739552682,1.4541967434181786
48,0,8a2a3029a8b7fff,48,explore,8a2a3029e05ffff,8a2a3021e0a7fff,42.3091,-70.9873,42.3132,-70.776,17.380891609614277,,94.21623447684262,8603.193630003661,18.47893042613159
49,0,8a2a3029a8b7fff,49,return,8a2a3021e0a7fff,8a2a3029a8b7fff,42.3132,-70.776,42.3,-71.0,18.47893042613159,-94.4803825859789,107.42527465758408,8710.618904661245,0.0
50,0,8a2a3029a8b7fff,50,explore,8a2a3029a8b7fff,8a2a3029ac07fff,42.3,-71.0,42.3015,-71.0057,0.49756923175444945,,46.72188208076695,8757.340786742012,0.49756923175444945
51,0,8a2a3029a8b7fff,51,return,8a2a3029ac07fff,8a2a3029a8b7fff,42.3015,-71.0057,42.3,-71.0,0.49756923175444945,109.5836601466516,155.71013126681612,8913.050918008828,0.0
52,0,8a2a3029a8b7fff,52,return,8a2a3029a8b7fff,8a2a339346a7fff,42.3,-71.0,42.2704,-71.0327,4.250780710655518,-140.73040214683613,286.82320608113025,9199.874124089958,4.250780710655518
53,0,8a2a3029a8b7fff,53,return,8a2a339346a7fff,8a2a33933c1ffff,42.2704,-71.0327,42.2443,-71.0551,3.438192611423726,-147.5683891841654,15.722257078296234,9215.596381168254,7.675527717065049
54,0,8a2a3029a8b7fff,54,explore,8a2a33933c1ffff,8a2a13656017fff,42.2443,-71.0551,39.5763,-74.8499,435.46345868478,,471.9756262181987,9687.572007386452,442.9703066584197
55,0,8a2a3029a8b7fff,55,return,8a2a13656017fff,8a2a3029a8b7fff,39.5763,-74.8499,42.3,-71.0,442.9703066584197,45.628637516159905,20.96346462246254,9708.535472008914,0.0
56,0,8a2a3029a8b7fff,56,return,8a2a3029a8b7fff,8a2a3029a8b7fff,42.3,-71.0,42.3,-71.0,0.0,0.0,11.67037863726293,9720.205850646178,0.0
57,0,8a2a3029a8b7fff,57,return,8a2a3029a8b7fff,8a2a3029a8b7fff,42.3,-71.0,42.3,-71.0,0.0,0.0,28.854229452731616,9749.06008009891,0.0
58,0,8a2a3029a8b7fff,58,explore,8a2a3029a8b7fff,8a2a3029ad4ffff,42.3,-71.0,42.301,-71.001,0.13830456394074456,,23.332175829314973,9772.392255928225,0.13830456394074456
59,0,8a2a3029a8b7fff,59,explore,8a2a3029ad4ffff,8a2a3029ad4ffff,42.301,-71.001,42.3012,-71.0013,0.03321605830989192,,26.851236087594415,9799.24349201582,0.17098381014258943
60,0,8a2a3029a8b7fff,60,return,8a2a3029ad4ffff,8a2a3029e04ffff,42.3012,-71.0013,42.3089,-70.9868,1.4679822923549208,54.31565130558814,11.281695537098209,9810.525187552917,1.4689318766776456
61,0,8a2a3029a8b7fff,61,return,8a2a3029e04ffff,8a2a339aba27fff,42.3089,-70.9868,42.1597,-71.1644,22.113999785774734,-138.54936572582955,905.3470956978884,10715.872283250807,20.654268168604037
62,0,8a2a3029a8b7fff,62,explore,8a2a339aba27fff,8a2a339abb0ffff,42.1597,-71.1644,42.1613,-71.164,0.1809410505965897,,198.4066269039259,10914.278910154733,20.498396541533925
63,0,8a2a3029a8b7fff,63,return,8a2a339abb0ffff,8a2a33936b97fff,42.1613,-71.164,42.2759,-71.0444,16.105436011193287,37.660206813812074,81.0382724067028,10995.317182561435,4.52996634205112
64,0,8a2a3029a8b7fff,64,return,8a2a33936b97fff,8a2a33d5d31ffff,42.2759,-71.0444,42.1556,-71.4819,38.43252393195948,-110.22147264918235,46.49722083008224,11041.814403391518,42.80400556351137
65,0,8a2a3029a8b7fff,65,return,8a2a33d5d31ffff,8a2a3029e04ffff,42.1556,-71.4819,42.3089,-70.9868,44.18300334600057,67.13984668576218,133.17057202335712,11174.984975414874,1.4689318766776456
66,0,8a2a3029a8b7fff,66,return,8a2a3029e04ffff,8a2a339346a7fff,42.3089,-70.9868,42.2704,-71.0327,5.708067708669467,-138.57423138342358,18.646782580257632,11193.631757995132,4.250780710655518
67,0,8a2a3029a8b7fff,67,explore,8a2a339346a7fff,8a2a33934687fff,42.2704,-71.0327,42.2702,-71.0333,0.05414693665295646,,202.1322384396416,11395.763996434773,4.299305375987709
68,0,8a2a3029a8b7fff,68,return,8a2a33934687fff,8a2a3029a8b7fff,42.2702,-71.0333,42.3,-71.0,4.299305375987709,39.56920401586473,458.6418748168706,11854.405871251643,0.0
69,0,8a2a3029a8b7fff,69,explore,8a2a3029a8b7fff,8a2a3029ac57fff,42.3,-71.0,42.2998,-71.0056,0.4610994025676804,,108.56385159580314,11962.969722847447,0.4610994025676804
70,0,8a2a3029a8b7fff,70,return,8a2a3029ac57fff,8a2a3021e0a7fff,42.2998,-71.0056,42.3132,-70.776,18.939790607358287,85.41055778813373,63.1473919262441,12026.117114773691,18.47893042613159
71,0,8a2a3029a8b7fff,71,return,8a2a3021e0a7fff,8a2a3021e0a7fff,42.3132,-70.776,42.3132,-70.776,0.0,0.0,31.500916306495434,12057.618031080186,18.47893042613159
72,0,8a2a3029a8b7fff,72,return,8a2a3021e0a7fff,8a2a3029a8b7fff,42.3132,-70.776,42.2999,-70.9996,18.44704339819324,-94.52305628659184,82.75376229395972,12140.371793374146,0.034725733028023655
73,0,8a2a3029a8b7fff,73,return,8a2a3029a8b7fff,8a2a3029e04ffff,42.2999,-70.9996,42.3089,-70.9868,1.452432311449907,46.44314038118445,93.51817637660797,12233.889969750755,1.4689318766776456
74,0,8a2a3029a8b7fff,74,return,8a2a3029e04ffff,8a2a3028eba7fff,42.3089,-70.9868,42.2946,-70.9008,7.249258756848975,102.6416113277703,1007.0121815379716,13240.902151288727,8.180942625152195
75,0,8a2a3029a8b7fff,75,return,8a2a3028eba7fff,8a2a3067344ffff,42.2946,-70.9008,42.3676,-71.1651,23.19297742746482,-69.42456370424738,115.26870868129558,13356.170859970021,15.51372367826463
